review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category,cluster,cluster_name,pc1,pc2
656,656,1968,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.98,4.26,4.44,4.99,2315.54,data_analysis,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
657,657,1965,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.53,4.73,4.94,4.41,2237.34,data_analysis,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
658,658,1470,hubo problemas de seguimiento y varias tareas quedaron incompletas el proyecto fue realizado en modalidad remota,3.26,2.17,2.6,1.74,765.97,machine_learning,2,Calidad / Proyecto,0.1284135093044488,-0.009417251259690188
659,659,1777,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.75,4.88,4.53,4.47,4302.31,graphic_design,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
660,660,2260,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.65,4.27,4.7,4.82,2822.06,customer_support,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
661,661,1848,la entrega fue aceptable pero la comunicacion pudo ser mejor el cliente solicito cambios adicionales,3.88,4.0,4.16,4.05,2846.84,data_analysis,0,Trabajo / Buena,0.26087054224680223,0.0028876739538641573
662,662,1077,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.7,4.75,4.96,4.62,4546.8,machine_learning,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
663,663,1068,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.93,4.29,4.72,4.41,3807.86,digital_marketing,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
664,664,2174,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.55,4.43,4.99,4.9,1894.23,customer_support,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
665,665,2335,muy buen servicio recomendado para proyectos futuros el alcance incluia revision de entregables,4.71,4.59,4.76,4.59,594.49,copywriting,1,Alcance / Revision,0.3044048235574527,-0.016883245622181985
666,666,1806,resultado funcional con algunos detalles pendientes al inicio el proyecto fue realizado en modalidad remota,4.23,3.65,3.91,3.95,377.51,mobile_development,2,Calidad / Proyecto,0.19681244416130192,-0.019878838114852772
667,667,2203,muy buen servicio recomendado para proyectos futuros se evaluo tiempo calidad y comunicacion,4.56,4.27,4.7,4.46,1843.94,digital_marketing,1,Alcance / Revision,0.3387982691383164,-0.06537790611301461
668,668,2386,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.74,4.37,4.43,4.97,4090.28,mobile_development,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
669,669,1067,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.62,4.48,4.35,4.22,457.28,copywriting,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
670,670,2447,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.98,4.34,4.41,4.64,1783.84,digital_marketing,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
671,671,1711,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.69,4.63,4.76,4.24,3823.18,copywriting,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
672,672,2078,muy buen servicio recomendado para proyectos futuros el cliente solicito cambios adicionales,4.42,4.68,4.84,4.44,2518.04,data_analysis,1,Alcance / Revision,0.3378196388583868,0.03821701542922849
673,673,1782,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.89,3.42,4.06,3.94,1474.6,data_analysis,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
674,674,1985,la comunicacion fue lenta y algunos requerimientos no quedaron claros se evaluo tiempo calidad y comunicacion,2.51,3.1,2.13,2.65,3494.16,mobile_development,2,Calidad / Proyecto,0.1834503098251191,-0.051711373774037436
675,675,1237,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.79,3.77,3.42,3.56,576.53,machine_learning,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
676,676,2062,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.43,4.55,4.89,4.61,2453.06,customer_support,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
677,677,2122,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.75,4.5,4.92,4.65,885.14,customer_support,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
678,678,2226,entrego antes de la fecha limite y resolvio cambios rapidamente el alcance incluia revision de entregables,4.68,4.93,4.66,4.62,2741.37,mobile_development,1,Alcance / Revision,0.40261978897456496,0.7183178306504169
679,679,1718,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.53,4.91,4.41,4.37,1998.24,data_analysis,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
680,680,2251,la entrega se atraso y fue necesario solicitar muchas correcciones el proyecto fue realizado en modalidad remota,2.64,3.06,3.22,3.17,3987.85,mobile_development,0,Trabajo / Buena,0.15891834312391026,-0.023380856149384715
681,681,1475,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.69,4.98,4.77,4.41,3528.69,machine_learning,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
682,682,1420,entrego antes de la fecha limite y resolvio cambios rapidamente la experiencia general fue registrada por el cliente,4.42,4.51,4.79,4.95,2006.62,mobile_development,2,Calidad / Proyecto,0.41968841203836366,0.721318814964547
683,683,1126,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.78,4.37,4.72,4.6,4292.7,mobile_development,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
684,684,1958,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.55,4.73,4.97,4.91,1557.64,web_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
685,685,1046,entrego antes de la fecha limite y resolvio cambios rapidamente la experiencia general fue registrada por el cliente,4.44,4.26,4.33,4.68,763.9,mobile_development,2,Calidad / Proyecto,0.41968841203836366,0.721318814964547
686,686,1836,buena disposicion para corregir observaciones despues de la revision se evaluo tiempo calidad y comunicacion,3.48,3.9,4.06,4.26,1867.09,web_development,1,Alcance / Revision,0.2438185347036183,-0.0786970704108667
687,687,2058,resultado funcional con algunos detalles pendientes al inicio el alcance incluia revision de entregables,3.76,3.78,3.63,3.93,1113.72,machine_learning,1,Alcance / Revision,0.18427189071581543,-0.013512227907166914
688,688,2243,buena disposicion para corregir observaciones despues de la revision el cliente solicito cambios adicionales,4.17,3.75,4.24,3.39,2317.47,copywriting,1,Alcance / Revision,0.24526778042320033,0.006485956622494004
689,689,1862,hubo problemas de seguimiento y varias tareas quedaron incompletas el proyecto fue realizado en modalidad remota,2.7,3.01,2.26,2.71,1954.92,mobile_development,2,Calidad / Proyecto,0.1284135093044488,-0.009417251259690188
690,690,1130,la calidad fue alta y mantuvo comunicacion constante durante el proceso la experiencia general fue registrada por el cliente,4.41,4.88,4.68,4.34,883.81,web_development,2,Calidad / Proyecto,0.4309098465925242,-0.2156895061100562
691,691,1811,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.57,4.54,4.77,4.99,2843.97,machine_learning,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
692,692,1005,la entrega fue aceptable pero la comunicacion pudo ser mejor la experiencia general fue registrada por el cliente,3.71,3.44,4.13,3.82,3832.97,mobile_development,0,Trabajo / Buena,0.24598429812093772,-0.04813011987452393
693,693,2278,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.65,4.76,4.62,4.79,4206.44,copywriting,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
694,694,1756,la comunicacion fue lenta y algunos requerimientos no quedaron claros el cliente solicito cambios adicionales,3.12,2.59,2.12,3.12,4950.37,web_development,2,Calidad / Proyecto,0.18415760170871032,0.018559892482654928
695,695,1772,la calidad fue alta y mantuvo comunicacion constante durante el proceso la experiencia general fue registrada por el cliente,4.89,4.34,4.92,4.25,4222.29,data_analysis,2,Calidad / Proyecto,0.4309098465925242,-0.2156895061100562
696,696,1228,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.8,4.8,4.75,4.38,3890.82,copywriting,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
697,697,1453,buena disposicion para corregir observaciones despues de la revision la experiencia general fue registrada por el cliente,3.59,4.33,3.38,3.13,4049.09,web_development,1,Alcance / Revision,0.23076046432046174,-0.04059844161417105
698,698,1515,la entrega se atraso y fue necesario solicitar muchas correcciones el cliente solicito cambios adicionales,2.63,2.85,3.45,2.41,3598.95,mobile_development,0,Trabajo / Buena,0.1717211657101644,0.022332920435253385
699,699,1712,muy buen servicio recomendado para proyectos futuros se evaluo tiempo calidad y comunicacion,4.74,4.97,4.91,4.97,3443.71,graphic_design,1,Alcance / Revision,0.3387982691383164,-0.06537790611301461
700,700,1105,cumplio con la mayor parte del alcance definido la experiencia general fue registrada por el cliente,3.53,3.79,4.2,4.07,1393.99,web_development,1,Alcance / Revision,0.23705451600815616,-0.007884944006124026
701,701,2096,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.72,4.41,4.89,4.49,2252.62,data_analysis,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
702,702,2191,la entrega fue aceptable pero la comunicacion pudo ser mejor el proyecto fue realizado en modalidad remota,3.88,3.23,4.23,3.32,4379.41,customer_support,0,Trabajo / Buena,0.24254816968427906,-0.052821716763353344
703,703,2260,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.63,4.29,4.74,4.99,2235.15,machine_learning,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
704,704,1346,la entrega fue aceptable pero la comunicacion pudo ser mejor se evaluo tiempo calidad y comunicacion,3.87,4.19,4.4,3.65,4980.0,mobile_development,0,Trabajo / Buena,0.2553715389722778,-0.08782705967504595
705,705,2207,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.44,4.32,4.55,4.46,75.1,web_development,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
706,706,1249,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.44,4.51,4.5,4.71,2721.38,copywriting,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
707,707,2087,muy buen servicio recomendado para proyectos futuros se evaluo tiempo calidad y comunicacion,4.96,4.85,4.76,4.62,3553.13,copywriting,1,Alcance / Revision,0.3387982691383164,-0.06537790611301461
708,708,1141,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.96,4.99,4.59,4.69,4592.91,copywriting,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
709,709,2375,la entrega se atraso y fue necesario solicitar muchas correcciones el cliente solicito cambios adicionales,2.03,2.35,2.78,2.38,2408.52,web_development,0,Trabajo / Buena,0.1717211657101644,0.022332920435253385
710,710,1205,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.68,4.42,4.84,4.59,448.62,copywriting,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
711,711,1921,la entrega se atraso y fue necesario solicitar muchas correcciones se evaluo tiempo calidad y comunicacion,3.2,2.33,2.33,1.52,438.58,graphic_design,0,Trabajo / Buena,0.17373754693334284,-0.05365415790729058
712,712,2233,la entrega fue aceptable pero la comunicacion pudo ser mejor el proyecto fue realizado en modalidad remota,3.64,3.34,4.23,4.04,2339.43,mobile_development,0,Trabajo / Buena,0.24254816968427906,-0.052821716763353344
713,713,2324,entrego antes de la fecha limite y resolvio cambios rapidamente el proyecto fue realizado en modalidad remota,4.94,4.87,4.41,4.24,4455.48,machine_learning,2,Calidad / Proyecto,0.4133335739877263,0.7138336761682821
714,714,1503,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.8,4.6,4.5,4.22,4370.47,web_development,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
715,715,2109,muy buen servicio recomendado para proyectos futuros el alcance incluia revision de entregables,4.99,4.55,4.52,4.49,701.4,mobile_development,1,Alcance / Revision,0.3044048235574527,-0.016883245622181985
716,716,1348,buena disposicion para corregir observaciones despues de la revision el proyecto fue realizado en modalidad remota,3.89,3.38,4.1,4.17,1491.69,machine_learning,1,Alcance / Revision,0.22552643280590962,-0.04440181678389818
717,717,1095,la calidad fue alta y mantuvo comunicacion constante durante el proceso la experiencia general fue registrada por el cliente,4.41,4.6,4.32,4.81,464.98,web_development,2,Calidad / Proyecto,0.4309098465925242,-0.2156895061100562
718,718,2475,el trabajo fue correcto aunque hubo algunos ajustes menores el alcance incluia revision de entregables,3.59,3.99,3.6,3.97,1041.32,digital_marketing,1,Alcance / Revision,0.19517803158518884,-0.03958552772848781
719,719,2039,trabajo limpio bien documentado y con buena atencion al cliente se evaluo tiempo calidad y comunicacion,4.57,4.84,4.39,4.59,442.27,graphic_design,0,Trabajo / Buena,0.4721342502868318,-0.31102516550804465
720,720,2024,se necesito retrabajo porque la primera version tenia errores importantes se evaluo tiempo calidad y comunicacion,3.16,2.86,2.5,3.05,1109.19,digital_marketing,2,Calidad / Proyecto,0.1256286936666621,-0.033046411850289586
721,721,1207,cumplio con la mayor parte del alcance definido el cliente solicito cambios adicionales,4.26,3.61,4.05,3.92,1006.3,web_development,1,Alcance / Revision,0.24892040604296553,0.043774130270476094
722,722,1634,el resultado no cumplio completamente con la calidad esperada el cliente solicito cambios adicionales,3.11,1.94,3.21,2.53,4007.81,copywriting,2,Calidad / Proyecto,0.19758064563515387,0.024553345080708687
723,723,1604,la entrega fue aceptable pero la comunicacion pudo ser mejor el cliente solicito cambios adicionales,3.57,3.37,3.42,4.21,2654.03,copywriting,0,Trabajo / Buena,0.26087054224680223,0.0028876739538641573
724,724,2485,el resultado no cumplio completamente con la calidad esperada el alcance incluia revision de entregables,2.74,2.84,2.56,1.6,2305.82,mobile_development,1,Alcance / Revision,0.17389296564219978,-0.016413206917481188
725,725,1135,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.48,4.52,4.52,4.78,988.87,data_analysis,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
726,726,1362,entrego antes de la fecha limite y resolvio cambios rapidamente el alcance incluia revision de entregables,4.91,4.59,4.47,4.69,2559.01,data_analysis,1,Alcance / Revision,0.40261978897456496,0.7183178306504169
727,727,2449,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.66,3.66,3.75,3.25,1566.26,mobile_development,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
728,728,1010,resultado funcional con algunos detalles pendientes al inicio la experiencia general fue registrada por el cliente,3.57,3.5,4.34,3.26,2997.62,machine_learning,2,Calidad / Proyecto,0.19963962666889068,-0.015694560338150913
729,729,1678,cumplio con la mayor parte del alcance definido la experiencia general fue registrada por el cliente,3.57,3.92,3.38,4.25,4514.08,data_analysis,1,Alcance / Revision,0.23705451600815616,-0.007884944006124026
730,730,2126,la entrega se atraso y fue necesario solicitar muchas correcciones la experiencia general fue registrada por el cliente,2.01,2.13,2.12,2.23,2727.87,machine_learning,0,Trabajo / Buena,0.16135453486589602,-0.019596205248422063
731,731,1874,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.55,4.49,4.49,4.54,4069.34,data_analysis,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
732,732,1412,la entrega fue aceptable pero la comunicacion pudo ser mejor el alcance incluia revision de entregables,3.94,4.02,4.16,3.44,1447.47,data_analysis,1,Alcance / Revision,0.2311336794596531,-0.045863769608096586
733,733,1115,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.94,4.86,4.67,4.85,2157.36,web_development,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
734,734,1317,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.79,4.7,4.66,4.25,3729.32,data_analysis,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
735,735,1005,la entrega fue aceptable pero la comunicacion pudo ser mejor el cliente solicito cambios adicionales,4.26,3.78,3.8,3.35,1641.42,digital_marketing,0,Trabajo / Buena,0.26087054224680223,0.0028876739538641573
736,736,1841,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.87,4.27,4.32,4.49,1289.99,web_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
737,737,2412,buena disposicion para corregir observaciones despues de la revision el proyecto fue realizado en modalidad remota,4.09,4.01,3.61,4.08,2927.34,mobile_development,1,Alcance / Revision,0.22552643280590962,-0.04440181678389818
738,738,1657,entrego antes de la fecha limite y resolvio cambios rapidamente el proyecto fue realizado en modalidad remota,4.96,4.25,4.5,4.49,3176.29,machine_learning,2,Calidad / Proyecto,0.4133335739877263,0.7138336761682821
739,739,2270,resultado funcional con algunos detalles pendientes al inicio el proyecto fue realizado en modalidad remota,3.61,3.3,4.16,3.83,3809.51,machine_learning,2,Calidad / Proyecto,0.19681244416130192,-0.019878838114852772
740,740,1605,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.5,4.65,4.57,4.97,4795.6,customer_support,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
741,741,1885,excelente trabajo buena comunicacion y entrega rapida la experiencia general fue registrada por el cliente,4.45,4.71,4.79,4.25,1215.28,data_analysis,0,Trabajo / Buena,0.42502318402877753,-0.1990261469323521
742,742,1032,muy buen servicio recomendado para proyectos futuros se evaluo tiempo calidad y comunicacion,4.48,4.83,4.4,4.51,3199.44,mobile_development,1,Alcance / Revision,0.3387982691383164,-0.06537790611301461
743,743,2211,muy profesional cumplio con todos los requerimientos del proyecto la experiencia general fue registrada por el cliente,4.78,4.86,4.91,4.48,2985.96,data_analysis,2,Calidad / Proyecto,0.36495445661702364,-0.019598354241169152
744,744,2336,muy profesional cumplio con todos los requerimientos del proyecto el cliente solicito cambios adicionales,4.83,4.21,4.72,5.0,443.29,machine_learning,2,Calidad / Proyecto,0.38392463116387504,0.04006173955950594
745,745,2179,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.97,4.86,4.71,4.94,2669.66,copywriting,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
746,746,1721,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.89,4.33,4.65,4.4,1343.07,mobile_development,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
747,747,1203,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.96,4.97,4.6,4.47,2557.49,mobile_development,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
748,748,1223,la entrega fue aceptable pero la comunicacion pudo ser mejor se evaluo tiempo calidad y comunicacion,4.17,4.05,3.72,3.49,217.64,digital_marketing,0,Trabajo / Buena,0.2553715389722778,-0.08782705967504595
749,749,1396,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.53,4.22,4.44,4.22,4365.73,graphic_design,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
750,750,1465,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.97,4.81,4.81,4.68,3754.1,web_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
751,751,1871,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.77,4.4,4.84,4.76,1050.85,graphic_design,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
752,752,2271,muy buen servicio recomendado para proyectos futuros el proyecto fue realizado en modalidad remota,4.81,4.7,4.36,4.99,1270.09,web_development,1,Alcance / Revision,0.3169425230792446,-0.02421572013193888
753,753,2465,trabajo limpio bien documentado y con buena atencion al cliente el alcance incluia revision de entregables,4.57,4.8,4.84,4.68,2350.9,digital_marketing,0,Trabajo / Buena,0.43735375846862357,-0.2612008221637431
754,754,1974,el resultado no cumplio completamente con la calidad esperada se evaluo tiempo calidad y comunicacion,3.29,1.92,2.87,1.52,1575.66,digital_marketing,2,Calidad / Proyecto,0.19472060188124898,-0.051709216739252835
755,755,1149,cumplio con la mayor parte del alcance definido el proyecto fue realizado en modalidad remota,3.65,4.1,4.05,3.5,908.14,data_analysis,1,Alcance / Revision,0.23066647467714077,-0.012156771378139104
756,756,1307,muy profesional cumplio con todos los requerimientos del proyecto el alcance incluia revision de entregables,4.61,4.26,4.99,4.83,131.53,copywriting,1,Alcance / Revision,0.3467784723359817,-0.017093122250106327
757,757,1431,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.74,4.43,4.92,4.47,2277.95,customer_support,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
758,758,1470,la entrega fue aceptable pero la comunicacion pudo ser mejor la experiencia general fue registrada por el cliente,3.6,3.96,4.09,3.18,3622.58,graphic_design,0,Trabajo / Buena,0.24598429812093772,-0.04813011987452393
759,759,1242,la calidad fue alta y mantuvo comunicacion constante durante el proceso el proyecto fue realizado en modalidad remota,4.7,4.43,4.37,4.82,2907.52,mobile_development,2,Calidad / Proyecto,0.4257143993595313,-0.22001969944741953
760,760,1982,resultado funcional con algunos detalles pendientes al inicio el cliente solicito cambios adicionales,3.47,3.3,3.97,3.19,741.88,copywriting,2,Calidad / Proyecto,0.21193499056504594,0.03155468246696069
761,761,2144,se necesito retrabajo porque la primera version tenia errores importantes el proyecto fue realizado en modalidad remota,2.57,3.33,2.36,3.06,4121.21,digital_marketing,2,Calidad / Proyecto,0.11365936342356914,-0.00801199982634137
762,762,1437,resultado funcional con algunos detalles pendientes al inicio el proyecto fue realizado en modalidad remota,4.28,3.86,3.42,3.41,2414.04,customer_support,2,Calidad / Proyecto,0.19681244416130192,-0.019878838114852772
763,763,1186,la calidad fue alta y mantuvo comunicacion constante durante el proceso se evaluo tiempo calidad y comunicacion,4.64,4.63,4.88,4.23,4221.1,customer_support,2,Calidad / Proyecto,0.4290873859875858,-0.24929675818480868
764,764,2477,la calidad fue alta y mantuvo comunicacion constante durante el proceso el cliente solicito cambios adicionales,4.93,4.53,5.0,4.67,1819.27,graphic_design,2,Calidad / Proyecto,0.44738001028300783,-0.16533786720924093
765,765,1897,la entrega fue aceptable pero la comunicacion pudo ser mejor el alcance incluia revision de entregables,3.67,3.58,3.88,4.31,2019.98,customer_support,1,Alcance / Revision,0.2311336794596531,-0.045863769608096586
766,766,2233,trabajo limpio bien documentado y con buena atencion al cliente el cliente solicito cambios adicionales,4.7,4.26,4.46,4.37,2653.16,customer_support,0,Trabajo / Buena,0.4621317504271238,-0.21010091661881056
767,767,2167,excelente trabajo buena comunicacion y entrega rapida el alcance incluia revision de entregables,4.66,4.68,4.98,4.83,1960.65,customer_support,0,Trabajo / Buena,0.40541608167654963,-0.19453164920154653
768,768,1359,entrego antes de la fecha limite y resolvio cambios rapidamente el cliente solicito cambios adicionales,4.46,4.4,4.74,4.73,3592.72,customer_support,2,Calidad / Proyecto,0.42361174624686704,0.7615499571844175
769,769,1404,la entrega se atraso y fue necesario solicitar muchas correcciones el alcance incluia revision de entregables,2.13,2.4,2.46,3.18,4997.98,graphic_design,1,Alcance / Revision,0.15041365079912364,-0.017930323908603652
770,770,1255,muy buen servicio recomendado para proyectos futuros el cliente solicito cambios adicionales,4.56,4.45,4.42,4.52,117.77,customer_support,1,Alcance / Revision,0.3378196388583868,0.03821701542922849
771,771,1863,la calidad fue alta y mantuvo comunicacion constante durante el proceso el alcance incluia revision de entregables,4.86,4.29,4.6,4.48,4010.73,copywriting,2,Calidad / Proyecto,0.4127632973370993,-0.21143609568669322
772,772,2292,buena disposicion para corregir observaciones despues de la revision el alcance incluia revision de entregables,4.19,3.35,3.6,3.26,2146.45,customer_support,1,Alcance / Revision,0.21012874880312718,-0.03720751675177764
773,773,1313,cumplio con la mayor parte del alcance definido el alcance incluia revision de entregables,4.04,3.51,3.4,4.02,4685.81,mobile_development,1,Alcance / Revision,0.2137726585335039,-0.0054955323291250285
774,774,2056,excelente trabajo buena comunicacion y entrega rapida el proyecto fue realizado en modalidad remota,4.5,4.48,4.34,4.96,1506.5,customer_support,0,Trabajo / Buena,0.4193955828456119,-0.2036454647656769
775,775,1855,muy profesional cumplio con todos los requerimientos del proyecto se evaluo tiempo calidad y comunicacion,4.6,4.7,4.97,4.28,2350.57,mobile_development,2,Calidad / Proyecto,0.38444299366959644,-0.06747718483622409
776,776,1848,trabajo limpio bien documentado y con buena atencion al cliente el proyecto fue realizado en modalidad remota,4.5,4.55,4.4,4.51,3222.37,mobile_development,0,Trabajo / Buena,0.44642728964485556,-0.2672491616724506
777,777,1719,se necesito retrabajo porque la primera version tenia errores importantes el cliente solicito cambios adicionales,3.13,2.73,2.74,2.36,2151.98,data_analysis,2,Calidad / Proyecto,0.12412158962968027,0.029945814809766675
778,778,2445,excelente trabajo buena comunicacion y entrega rapida el cliente solicito cambios adicionales,4.52,4.65,4.58,4.91,4654.69,web_development,0,Trabajo / Buena,0.4413960815227763,-0.1442358814714688
779,779,1663,la entrega fue aceptable pero la comunicacion pudo ser mejor el alcance incluia revision de entregables,3.5,3.86,4.22,4.09,4273.13,graphic_design,1,Alcance / Revision,0.2311336794596531,-0.045863769608096586
780,780,1586,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.87,4.6,4.92,4.85,3883.23,copywriting,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
781,781,1111,resultado funcional con algunos detalles pendientes al inicio se evaluo tiempo calidad y comunicacion,3.74,3.43,3.63,4.17,3316.78,mobile_development,2,Calidad / Proyecto,0.21267730127759066,-0.053526171195825235
782,782,2440,excelente trabajo buena comunicacion y entrega rapida se evaluo tiempo calidad y comunicacion,4.93,4.68,4.56,4.82,4194.34,mobile_development,0,Trabajo / Buena,0.4354741095987076,-0.242626295098361
783,783,2352,entrego antes de la fecha limite y resolvio cambios rapidamente la experiencia general fue registrada por el cliente,4.94,4.25,4.94,4.23,2344.75,web_development,2,Calidad / Proyecto,0.41968841203836366,0.721318814964547
784,784,2425,entrego antes de la fecha limite y resolvio cambios rapidamente se evaluo tiempo calidad y comunicacion,4.77,4.77,4.49,4.79,3828.33,digital_marketing,2,Calidad / Proyecto,0.4358299568953442,0.6860530701720509
785,785,2084,la calidad fue alta y mantuvo comunicacion constante durante el proceso se evaluo tiempo calidad y comunicacion,4.47,4.66,4.78,4.21,4379.03,graphic_design,2,Calidad / Proyecto,0.4290873859875858,-0.24929675818480868
786,786,2170,trabajo limpio bien documentado y con buena atencion al cliente la experiencia general fue registrada por el cliente,4.6,4.66,4.47,4.86,2572.03,data_analysis,0,Trabajo / Buena,0.44600969064337526,-0.25976874055438764
787,787,1473,muy profesional cumplio con todos los requerimientos del proyecto el proyecto fue realizado en modalidad remota,4.76,4.62,4.82,4.58,2704.48,web_development,2,Calidad / Proyecto,0.35303839533907366,-0.02423339984420317
788,788,1437,resultado funcional con algunos detalles pendientes al inicio se evaluo tiempo calidad y comunicacion,3.72,4.2,3.88,4.01,3904.6,web_development,2,Calidad / Proyecto,0.21267730127759066,-0.053526171195825235
789,789,2152,el trabajo fue correcto aunque hubo algunos ajustes menores el cliente solicito cambios adicionales,3.62,3.76,3.59,3.93,1893.06,graphic_design,0,Trabajo / Buena,0.21866380358880233,0.0021930456650163343
